Point_Index,DFCC_Chainage_Meters,DFCC_Chainage_Formatted,Relative_Distance_Meters,UTM_Zone,UTM_Easting,UTM_Northing,Latitude,Longitude
289,1078890.00,CH 1078+890,2890.00,43N,736961.590,3322006.932,30.00613746,77.45666460
290,1078900.00,CH 1078+900,2900.00,43N,736952.913,3322011.903,30.00618396,77.45657582
291,1078910.00,CH 1078+910,2910.00,43N,736944.236,3322016.874,30.00623045,77.45648703
292,1078920.00,CH 1078+920,2920.00,43N,736935.559,3322021.844,30.00627695,77.45639825
293,1078930.00,CH 1078+930,2930.00,43N,736926.882,3322026.815,30.00632344,77.45630947
294,1078940.00,CH 1078+940,2940.00,43N,736918.205,3322031.786,30.00636994,77.45622068
295,1078950.00,CH 1078+950,2950.00,43N,736909.528,3322036.757,30.00641644,77.45613190
296,1078960.00,CH 1078+960,2960.00,43N,736900.851,3322041.727,30.00646293,77.45604311
297,1078970.00,CH 1078+970,2970.00,43N,736892.173,3322046.698,30.00650943,77.45595433
298,1078980.00,CH 1078+980,2980.00,43N,736883.496,3322051.669,30.00655592,77.45586554
299,1078990.00,CH 1078+990,2990.00,43N,736874.819,3322056.640,30.00660242,77.45577676
300,1079000.00,CH 1079+000,3000.00,43N,736866.143,3322061.612,30.00664893,77.45568798
301,1079010.00,CH 1079+010,3010.00,43N,736857.538,3322066.707,30.00669653,77.45559997
302,1079020.00,CH 1079+020,3020.00,43N,736848.934,3322071.802,30.00674413,77.45551196
303,1079030.00,CH 1079+030,3030.00,43N,736840.329,3322076.897,30.00679173,77.45542396
304,1079040.00,CH 1079+040,3040.00,43N,736831.724,3322081.992,30.00683934,77.45533595
305,1079050.00,CH 1079+050,3050.00,43N,736823.120,3322087.087,30.00688694,77.45524794
306,1079060.00,CH 1079+060,3060.00,43N,736814.515,3322092.182,30.00693454,77.45515993
307,1079070.00,CH 1079+070,3070.00,43N,736805.910,3322097.277,30.00698214,77.45507192
308,1079080.00,CH 1079+080,3080.00,43N,736797.305,3322102.372,30.00702974,77.45498391
309,1079090.00,CH 1079+090,3090.00,43N,736788.701,3322107.467,30.00707734,77.45489590
310,1079100.00,CH 1079+100,3100.00,43N,736780.096,3322112.562,30.00712494,77.45480790
311,1079110.00,CH 1079+110,3110.00,43N,736771.491,3322117.657,30.00717255,77.45471989
312,1079120.00,CH 1079+120,3120.00,43N,736762.887,3322122.752,30.00722015,77.45463188
313,1079130.00,CH 1079+130,3130.00,43N,736754.282,3322127.847,30.00726775,77.45454387
314,1079140.00,CH 1079+140,3140.00,43N,736745.677,3322132.942,30.00731535,77.45445586
315,1079150.00,CH 1079+150,3150.00,43N,736737.072,3322138.037,30.00736295,77.45436785
316,1079160.00,CH 1079+160,3160.00,43N,736728.468,3322143.132,30.00741055,77.45427984
317,1079170.00,CH 1079+170,3170.00,43N,736719.863,3322148.227,30.00745815,77.45419183
318,1079180.00,CH 1079+180,3180.00,43N,736711.258,3322153.322,30.00750575,77.45410382
319,1079190.00,CH 1079+190,3190.00,43N,736702.654,3322158.417,30.00755335,77.45401581
320,1079200.00,CH 1079+200,3200.00,43N,736694.049,3322163.511,30.00760095,77.45392780
321,1079210.00,CH 1079+210,3210.00,43N,736685.444,3322168.606,30.00764855,77.45383979
322,1079220.00,CH 1079+220,3220.00,43N,736676.839,3322173.701,30.00769615,77.45375178
323,1079230.00,CH 1079+230,3230.00,43N,736668.235,3322178.796,30.00774375,77.45366377
324,1079240.00,CH 1079+240,3240.00,43N,736659.630,3322183.891,30.00779136,77.45357576
325,1079250.00,CH 1079+250,3250.00,43N,736651.025,3322188.986,30.00783896,77.45348775
326,1079260.00,CH 1079+260,3260.00,43N,736642.420,3322194.081,30.00788656,77.45339974
327,1079270.00,CH 1079+270,3270.00,43N,736633.816,3322199.176,30.00793416,77.45331173
328,1079280.00,CH 1079+280,3280.00,43N,736625.211,3322204.271,30.00798176,77.45322372
329,1079290.00,CH 1079+290,3290.00,43N,736616.606,3322209.366,30.00802936,77.45313571
330,1079300.00,CH 1079+300,3300.00,43N,736608.002,3322214.461,30.00807696,77.45304770
331,1079310.00,CH 1079+310,3310.00,43N,736599.397,3322219.556,30.00812456,77.45295969
332,1079320.00,CH 1079+320,3320.00,43N,736590.792,3322224.651,30.00817216,77.45287168
333,1079330.00,CH 1079+330,3330.00,43N,736582.187,3322229.746,30.00821976,77.45278367
334,1079340.00,CH 1079+340,3340.00,43N,736573.583,3322234.841,30.00826736,77.45269565
335,1079350.00,CH 1079+350,3350.00,43N,736564.978,3322239.936,30.00831496,77.45260764
336,1079360.00,CH 1079+360,3360.00,43N,736556.373,3322245.031,30.00836256,77.45251963
337,1079370.00,CH 1079+370,3370.00,43N,736547.769,3322250.126,30.00841016,77.45243162
338,1079380.00,CH 1079+380,3380.00,43N,736539.164,3322255.221,30.00845776,77.45234361
339,1079390.00,CH 1079+390,3390.00,43N,736530.559,3322260.316,30.00850536,77.45225560
340,1079400.00,CH 1079+400,3400.00,43N,736521.954,3322265.411,30.00855295,77.45216759
341,1079410.00,CH 1079+410,3410.00,43N,736513.350,3322270.506,30.00860055,77.45207958
342,1079420.00,CH 1079+420,3420.00,43N,736504.745,3322275.601,30.00864815,77.45199156
343,1079430.00,CH 1079+430,3430.00,43N,736496.140,3322280.696,30.00869575,77.45190355
344,1079440.00,CH 1079+440,3440.00,43N,736487.536,3322285.791,30.00874335,77.45181554
345,1079450.00,CH 1079+450,3450.00,43N,736478.931,3322290.886,30.00879095,77.45172753
346,1079460.00,CH 1079+460,3460.00,43N,736470.326,3322295.981,30.00883855,77.45163952
347,1079470.00,CH 1079+470,3470.00,43N,736461.721,3322301.076,30.00888615,77.45155150
348,1079480.00,CH 1079+480,3480.00,43N,736453.117,3322306.171,30.00893375,77.45146349
349,1079490.00,CH 1079+490,3490.00,43N,736444.512,3322311.266,30.00898135,77.45137548
350,1079500.00,CH 1079+500,3500.00,43N,736435.907,3322316.361,30.00902895,77.45128747
351,1079510.00,CH 1079+510,3510.00,43N,736427.302,3322321.456,30.00907655,77.45119945
352,1079520.00,CH 1079+520,3520.00,43N,736418.698,3322326.551,30.00912415,77.45111144
353,1079530.00,CH 1079+530,3530.00,43N,736410.093,3322331.646,30.00917174,77.45102343
354,1079540.00,CH 1079+540,3540.00,43N,736401.488,3322336.741,30.00921934,77.45093542
355,1079550.00,CH 1079+550,3550.00,43N,736392.884,3322341.836,30.00926694,77.45084740
356,1079560.00,CH 1079+560,3560.00,43N,736384.279,3322346.931,30.00931454,77.45075939
357,1079570.00,CH 1079+570,3570.00,43N,736375.674,3322352.026,30.00936214,77.45067138
358,1079580.00,CH 1079+580,3580.00,43N,736367.069,3322357.121,30.00940974,77.45058336
359,1079590.00,CH 1079+590,3590.00,43N,736358.465,3322362.216,30.00945734,77.45049535
360,1079600.00,CH 1079+600,3600.00,43N,736349.860,3322367.311,30.00950493,77.45040734
361,1079610.00,CH 1079+610,3610.00,43N,736341.255,3322372.406,30.00955253,77.45031932
362,1079620.00,CH 1079+620,3620.00,43N,736332.651,3322377.501,30.00960013,77.45023131
363,1079630.00,CH 1079+630,3630.00,43N,736324.046,3322382.596,30.00964773,77.45014330
364,1079640.00,CH 1079+640,3640.00,43N,736315.441,3322387.690,30.00969533,77.45005528
365,1079650.00,CH 1079+650,3650.00,43N,736306.836,3322392.785,30.00974293,77.44996727
366,1079660.00,CH 1079+660,3660.00,43N,736298.232,3322397.880,30.00979052,77.44987926
367,1079670.00,CH 1079+670,3670.00,43N,736289.627,3322402.975,30.00983812,77.44979124
368,1079680.00,CH 1079+680,3680.00,43N,736281.022,3322408.070,30.00988572,77.44970323
369,1079690.00,CH 1079+690,3690.00,43N,736272.418,3322413.165,30.00993332,77.44961521
370,1079700.00,CH 1079+700,3700.00,43N,736263.813,3322418.260,30.00998092,77.44952720
371,1079710.00,CH 1079+710,3710.00,43N,736255.208,3322423.355,30.01002851,77.44943919
372,1079720.00,CH 1079+720,3720.00,43N,736246.603,3322428.450,30.01007611,77.44935117
373,1079730.00,CH 1079+730,3730.00,43N,736237.999,3322433.545,30.01012371,77.44926316
374,1079740.00,CH 1079+740,3740.00,43N,736229.394,3322438.640,30.01017131,77.44917514
375,1079750.00,CH 1079+750,3750.00,43N,736220.789,3322443.735,30.01021890,77.44908713
376,1079760.00,CH 1079+760,3760.00,43N,736212.184,3322448.830,30.01026650,77.44899911
377,1079770.00,CH 1079+770,3770.00,43N,736203.580,3322453.925,30.01031410,77.44891110
378,1079780.00,CH 1079+780,3780.00,43N,736194.975,3322459.020,30.01036170,77.44882308
379,1079790.00,CH 1079+790,3790.00,43N,736186.370,3322464.115,30.01040929,77.44873507
380,1079800.00,CH 1079+800,3800.00,43N,736177.766,3322469.210,30.01045689,77.44864705
381,1079810.00,CH 1079+810,3810.00,43N,736169.161,3322474.305,30.01050449,77.44855904
382,1079820.00,CH 1079+820,3820.00,43N,736160.556,3322479.400,30.01055209,77.44847102
383,1079830.00,CH 1079+830,3830.00,43N,736151.951,3322484.495,30.01059968,77.44838301
384,1079840.00,CH 1079+840,3840.00,43N,736143.347,3322489.590,30.01064728,77.44829499
385,1079850.00,CH 1079+850,3850.00,43N,736134.742,3322494.685,30.01069488,77.44820698
386,1079860.00,CH 1079+860,3860.00,43N,736126.137,3322499.780,30.01074248,77.44811896
387,1079870.00,CH 1079+870,3870.00,43N,736117.533,3322504.875,30.01079007,77.44803095
388,1079880.00,CH 1079+880,3880.00,43N,736108.928,3322509.970,30.01083767,77.44794293
389,1079890.00,CH 1079+890,3890.00,43N,736100.323,3322515.065,30.01088527,77.44785491
390,1079900.00,CH 1079+900,3900.00,43N,736091.718,3322520.160,30.01093286,77.44776690
391,1079910.00,CH 1079+910,3910.00,43N,736083.114,3322525.255,30.01098046,77.44767888
392,1079920.00,CH 1079+920,3920.00,43N,736074.509,3322530.350,30.01102806,77.44759087
393,1079930.00,CH 1079+930,3930.00,43N,736065.904,3322535.445,30.01107565,77.44750285
394,1079940.00,CH 1079+940,3940.00,43N,736057.300,3322540.540,30.01112325,77.44741483
395,1079950.00,CH 1079+950,3950.00,43N,736048.695,3322545.635,30.01117085,77.44732682
396,1079960.00,CH 1079+960,3960.00,43N,736040.090,3322550.730,30.01121844,77.44723880
397,1079970.00,CH 1079+970,3970.00,43N,736031.485,3322555.825,30.01126604,77.44715078
398,1079980.00,CH 1079+980,3980.00,43N,736022.881,3322560.920,30.01131364,77.44706277
399,1079990.00,CH 1079+990,3990.00,43N,736014.276,3322566.015,30.01136123,77.44697475
400,1080000.00,CH 1080+000,4000.00,43N,736005.671,3322571.110,30.01140883,77.44688673
401,1080010.00,CH 1080+010,4010.00,43N,735997.066,3322576.205,30.01145642,77.44679872
402,1080020.00,CH 1080+020,4020.00,43N,735988.462,3322581.300,30.01150402,77.44671070
403,1080030.00,CH 1080+030,4030.00,43N,735979.857,3322586.395,30.01155162,77.44662268
404,1080040.00,CH 1080+040,4040.00,43N,735971.252,3322591.490,30.01159921,77.44653467
405,1080050.00,CH 1080+050,4050.00,43N,735962.648,3322596.585,30.01164681,77.44644665
406,1080060.00,CH 1080+060,4060.00,43N,735954.043,3322601.680,30.01169440,77.44635863
407,1080070.00,CH 1080+070,4070.00,43N,735945.438,3322606.774,30.01174200,77.44627061
408,1080080.00,CH 1080+080,4080.00,43N,735936.833,3322611.869,30.01178960,77.44618260
409,1080090.00,CH 1080+090,4090.00,43N,735928.229,3322616.964,30.01183719,77.44609458
410,1080100.00,CH 1080+100,4100.00,43N,735919.624,3322622.059,30.01188479,77.44600656
411,1080110.00,CH 1080+110,4110.00,43N,735911.019,3322627.154,30.01193238,77.44591854
412,1080120.00,CH 1080+120,4120.00,43N,735902.415,3322632.249,30.01197998,77.44583053
413,1080130.00,CH 1080+130,4130.00,43N,735893.810,3322637.344,30.01202757,77.44574251
414,1080140.00,CH 1080+140,4140.00,43N,735885.205,3322642.439,30.01207517,77.44565449
415,1080150.00,CH 1080+150,4150.00,43N,735876.600,3322647.534,30.01212277,77.44556647
416,1080160.00,CH 1080+160,4160.00,43N,735867.996,3322652.629,30.01217036,77.44547845
417,1080170.00,CH 1080+170,4170.00,43N,735859.391,3322657.724,30.01221796,77.44539044
418,1080180.00,CH 1080+180,4180.00,43N,735850.786,3322662.819,30.01226555,77.44530242
419,1080190.00,CH 1080+190,4190.00,43N,735842.181,3322667.914,30.01231315,77.44521440
420,1080200.00,CH 1080+200,4200.00,43N,735833.577,3322673.009,30.01236074,77.44512638
421,1080210.00,CH 1080+210,4210.00,43N,735824.972,3322678.104,30.01240834,77.44503836
422,1080220.00,CH 1080+220,4220.00,43N,735816.367,3322683.199,30.01245593,77.44495034
423,1080230.00,CH 1080+230,4230.00,43N,735807.763,3322688.294,30.01250353,77.44486232
424,1080240.00,CH 1080+240,4240.00,43N,735799.158,3322693.389,30.01255112,77.44477431
425,1080250.00,CH 1080+250,4250.00,43N,735790.553,3322698.484,30.01259872,77.44468629
426,1080260.00,CH 1080+260,4260.00,43N,735781.948,3322703.579,30.01264631,77.44459827
427,1080270.00,CH 1080+270,4270.00,43N,735773.344,3322708.674,30.01269391,77.44451025
428,1080280.00,CH 1080+280,4280.00,43N,735764.739,3322713.769,30.01274150,77.44442223
429,1080290.00,CH 1080+290,4290.00,43N,735756.134,3322718.864,30.01278910,77.44433421
430,1080300.00,CH 1080+300,4300.00,43N,735747.530,3322723.959,30.01283669,77.44424619
431,1080310.00,CH 1080+310,4310.00,43N,735738.925,3322729.054,30.01288429,77.44415817
432,1080320.00,CH 1080+320,4320.00,43N,735730.320,3322734.149,30.01293188,77.44407015
433,1080330.00,CH 1080+330,4330.00,43N,735721.715,3322739.244,30.01297947,77.44398213
434,1080340.00,CH 1080+340,4340.00,43N,735713.111,3322744.339,30.01302707,77.44389411
435,1080350.00,CH 1080+350,4350.00,43N,735704.506,3322749.434,30.01307466,77.44380609
436,1080360.00,CH 1080+360,4360.00,43N,735695.901,3322754.529,30.01312226,77.44371807
437,1080370.00,CH 1080+370,4370.00,43N,735687.297,3322759.624,30.01316985,77.44363005
438,1080380.00,CH 1080+380,4380.00,43N,735678.692,3322764.719,30.01321745,77.44354203
439,1080390.00,CH 1080+390,4390.00,43N,735670.087,3322769.814,30.01326504,77.44345401
440,1080400.00,CH 1080+400,4400.00,43N,735661.482,3322774.909,30.01331263,77.44336599
441,1080410.00,CH 1080+410,4410.00,43N,735652.878,3322780.004,30.01336023,77.44327797
442,1080420.00,CH 1080+420,4420.00,43N,735644.273,3322785.099,30.01340782,77.44318995
443,1080430.00,CH 1080+430,4430.00,43N,735635.668,3322790.194,30.01345542,77.44310193
444,1080440.00,CH 1080+440,4440.00,43N,735627.063,3322795.289,30.01350301,77.44301391
445,1080450.00,CH 1080+450,4450.00,43N,735618.459,3322800.384,30.01355060,77.44292589
446,1080460.00,CH 1080+460,4460.00,43N,735609.854,3322805.479,30.01359820,77.44283787
447,1080470.00,CH 1080+470,4470.00,43N,735601.249,3322810.574,30.01364579,77.44274985
448,1080480.00,CH 1080+480,4480.00,43N,735592.645,3322815.669,30.01369338,77.44266183
449,1080490.00,CH 1080+490,4490.00,43N,735584.040,3322820.763,30.01374098,77.44257381
450,1080500.00,CH 1080+500,4500.00,43N,735575.435,3322825.858,30.01378857,77.44248579
451,1080510.00,CH 1080+510,4510.00,43N,735566.830,3322830.953,30.01383617,77.44239776
452,1080520.00,CH 1080+520,4520.00,43N,735558.226,3322836.048,30.01388376,77.44230974
453,1080530.00,CH 1080+530,4530.00,43N,735549.621,3322841.143,30.01393135,77.44222172
454,1080540.00,CH 1080+540,4540.00,43N,735541.016,3322846.238,30.01397895,77.44213370
455,1080550.00,CH 1080+550,4550.00,43N,735532.412,3322851.333,30.01402654,77.44204568
456,1080560.00,CH 1080+560,4560.00,43N,735523.807,3322856.428,30.01407413,77.44195766
457,1080570.00,CH 1080+570,4570.00,43N,735515.202,3322861.523,30.01412173,77.44186963
458,1080580.00,CH 1080+580,4580.00,43N,735506.597,3322866.618,30.01416932,77.44178161
459,1080590.00,CH 1080+590,4590.00,43N,735497.993,3322871.713,30.01421691,77.44169359
460,1080600.00,CH 1080+600,4600.00,43N,735489.388,3322876.808,30.01426450,77.44160557
461,1080610.00,CH 1080+610,4610.00,43N,735480.783,3322881.903,30.01431210,77.44151755
462,1080620.00,CH 1080+620,4620.00,43N,735472.178,3322886.998,30.01435969,77.44142952
463,1080630.00,CH 1080+630,4630.00,43N,735463.574,3322892.093,30.01440728,77.44134150
464,1080640.00,CH 1080+640,4640.00,43N,735454.969,3322897.188,30.01445488,77.44125348
465,1080650.00,CH 1080+650,4650.00,43N,735446.364,3322902.283,30.01450247,77.44116546
466,1080660.00,CH 1080+660,4660.00,43N,735437.760,3322907.378,30.01455006,77.44107744
467,1080670.00,CH 1080+670,4670.00,43N,735429.155,3322912.473,30.01459765,77.44098941
468,1080680.00,CH 1080+680,4680.00,43N,735420.550,3322917.568,30.01464525,77.44090139
469,1080690.00,CH 1080+690,4690.00,43N,735411.945,3322922.663,30.01469284,77.44081337
470,1080700.00,CH 1080+700,4700.00,43N,735403.341,3322927.758,30.01474043,77.44072534
471,1080710.00,CH 1080+710,4710.00,43N,735394.736,3322932.853,30.01478802,77.44063732
472,1080720.00,CH 1080+720,4720.00,43N,735386.131,3322937.948,30.01483562,77.44054930
473,1080730.00,CH 1080+730,4730.00,43N,735377.527,3322943.043,30.01488321,77.44046128
474,1080740.00,CH 1080+740,4740.00,43N,735368.922,3322948.138,30.01493080,77.44037325
475,1080750.00,CH 1080+750,4750.00,43N,735360.317,3322953.233,30.01497839,77.44028523
476,1080760.00,CH 1080+760,4760.00,43N,735351.712,3322958.328,30.01502599,77.44019721
477,1080770.00,CH 1080+770,4770.00,43N,735343.108,3322963.423,30.01507358,77.44010918
478,1080780.00,CH 1080+780,4780.00,43N,735334.503,3322968.518,30.01512117,77.44002116
479,1080790.00,CH 1080+790,4790.00,43N,735325.898,3322973.613,30.01516876,77.43993313
480,1080800.00,CH 1080+800,4800.00,43N,735317.294,3322978.708,30.01521635,77.43984511
481,1080810.00,CH 1080+810,4810.00,43N,735308.689,3322983.803,30.01526394,77.43975709
482,1080820.00,CH 1080+820,4820.00,43N,735300.084,3322988.898,30.01531154,77.43966906
483,1080830.00,CH 1080+830,4830.00,43N,735291.479,3322993.993,30.01535913,77.43958104
484,1080840.00,CH 1080+840,4840.00,43N,735282.875,3322999.088,30.01540672,77.43949302
485,1080850.00,CH 1080+850,4850.00,43N,735274.270,3323004.183,30.01545431,77.43940499
486,1080860.00,CH 1080+860,4860.00,43N,735265.665,3323009.278,30.01550190,77.43931697
487,1080870.00,CH 1080+870,4870.00,43N,735257.060,3323014.373,30.01554949,77.43922894
488,1080880.00,CH 1080+880,4880.00,43N,735248.456,3323019.468,30.01559709,77.43914092
489,1080890.00,CH 1080+890,4890.00,43N,735239.851,3323024.563,30.01564468,77.43905289
490,1080900.00,CH 1080+900,4900.00,43N,735231.246,3323029.657,30.01569227,77.43896487
491,1080910.00,CH 1080+910,4910.00,43N,735222.642,3323034.752,30.01573986,77.43887684
492,1080920.00,CH 1080+920,4920.00,43N,735214.037,3323039.847,30.01578745,77.43878882
493,1080930.00,CH 1080+930,4930.00,43N,735205.432,3323044.942,30.01583504,77.43870079
494,1080940.00,CH 1080+940,4940.00,43N,735196.827,3323050.037,30.01588263,77.43861277
495,1080950.00,CH 1080+950,4950.00,43N,735188.223,3323055.132,30.01593023,77.43852474
496,1080960.00,CH 1080+960,4960.00,43N,735179.618,3323060.227,30.01597782,77.43843672
497,1080970.00,CH 1080+970,4970.00,43N,735171.013,3323065.322,30.01602541,77.43834869
498,1080980.00,CH 1080+980,4980.00,43N,735162.409,3323070.417,30.01607300,77.43826067
499,1080990.00,CH 1080+990,4990.00,43N,735153.804,3323075.512,30.01612059,77.43817264
500,1081000.00,CH 1081+000,5000.00,43N,735145.199,3323080.608,30.01616818,77.43808462
501,1081010.00,CH 1081+010,5010.00,43N,735136.606,3323085.722,30.01621595,77.43799672
502,1081020.00,CH 1081+020,5020.00,43N,735128.013,3323090.836,30.01626371,77.43790882
503,1081030.00,CH 1081+030,5030.00,43N,735119.420,3323095.951,30.01631147,77.43782092
504,1081040.00,CH 1081+040,5040.00,43N,735110.827,3323101.065,30.01635924,77.43773301
505,1081050.00,CH 1081+050,5050.00,43N,735102.233,3323106.180,30.01640700,77.43764511
506,1081060.00,CH 1081+060,5060.00,43N,735093.640,3323111.294,30.01645476,77.43755721
507,1081070.00,CH 1081+070,5070.00,43N,735085.047,3323116.409,30.01650253,77.43746931
508,1081080.00,CH 1081+080,5080.00,43N,735076.454,3323121.523,30.01655029,77.43738140
509,1081090.00,CH 1081+090,5090.00,43N,735067.861,3323126.637,30.01659806,77.43729350
510,1081100.00,CH 1081+100,5100.00,43N,735059.268,3323131.752,30.01664582,77.43720560
511,1081110.00,CH 1081+110,5110.00,43N,735050.674,3323136.866,30.01669358,77.43711770
512,1081120.00,CH 1081+120,5120.00,43N,735042.081,3323141.981,30.01674135,77.43702980
513,1081130.00,CH 1081+130,5130.00,43N,735033.488,3323147.095,30.01678911,77.43694189
514,1081140.00,CH 1081+140,5140.00,43N,735024.895,3323152.210,30.01683687,77.43685399
515,1081150.00,CH 1081+150,5150.00,43N,735016.302,3323157.324,30.01688464,77.43676609
516,1081160.00,CH 1081+160,5160.00,43N,735007.708,3323162.438,30.01693240,77.43667818
517,1081170.00,CH 1081+170,5170.00,43N,734999.115,3323167.553,30.01698016,77.43659028
518,1081180.00,CH 1081+180,5180.00,43N,734990.522,3323172.667,30.01702792,77.43650238
